"","obsYear","desert","treatmentGroup","simplified_taxa","ndvi","area_km2","ez_taxa","totalObs","stzd_totalObs","stzdTotalObs_rounded"
"288",2003,"Sonoran","Control","Butterflies & Moths",0.144883038,27788.51104,"Other",0,0,0
"289",2003,"Mojave","Burned","Frogs and Toads",0.248952349799622,721.5012132,"Other",0,0,0
"290",2003,"Mojave","Control","Frogs and Toads",0.12983656,73161.42482,"Other",0,0,0
"291",2003,"San Joaquin","Burned","Frogs and Toads",0.365314913708093,399.4220205,"Other",0,0,0
"292",2003,"San Joaquin","Control","Frogs and Toads",0.377407611,26537.13547,"Other",0,0,0
"293",2003,"Sonoran","Burned","Frogs and Toads",0.243352752055754,218.8631564,"Other",0,0,0
"294",2003,"Sonoran","Control","Frogs and Toads",0.144883038,27788.51104,"Other",0,0,0
"295",2003,"Mojave","Burned","Salamanders",0.248952349799622,721.5012132,"Other",0,0,0
"296",2003,"Mojave","Control","Salamanders",0.12983656,73161.42482,"Other",0,0,0
"297",2003,"San Joaquin","Burned","Salamanders",0.365314913708093,399.4220205,"Other",0,0,0
"298",2003,"San Joaquin","Control","Salamanders",0.377407611,26537.13547,"Other",0,0,0
"299",2003,"Sonoran","Burned","Salamanders",0.243352752055754,218.8631564,"Other",0,0,0
"300",2003,"Sonoran","Control","Salamanders",0.144883038,27788.51104,"Other",0,0,0
"301",2003,"Mojave","Burned","Lizards and Geckos",0.248952349799622,721.5012132,"Other",0,0,0
"302",2003,"Mojave","Control","Lizards and Geckos",0.12983656,73161.42482,"Other",0,0,0
"303",2003,"San Joaquin","Burned","Lizards and Geckos",0.365314913708093,399.4220205,"Other",0,0,0
"304",2003,"San Joaquin","Control","Lizards and Geckos",0.377407611,26537.13547,"Other",1,0.0376830423589046,1
"305",2003,"Sonoran","Burned","Lizards and Geckos",0.243352752055754,218.8631564,"Other",0,0,0
"306",2003,"Sonoran","Control","Lizards and Geckos",0.144883038,27788.51104,"Other",0,0,0
"307",2003,"Mojave","Burned","Small Mammals",0.248952349799622,721.5012132,"Other",0,0,0
"308",2003,"Mojave","Control","Small Mammals",0.12983656,73161.42482,"Other",0,0,0
"309",2003,"San Joaquin","Burned","Small Mammals",0.365314913708093,399.4220205,"Other",0,0,0
"310",2003,"San Joaquin","Control","Small Mammals",0.377407611,26537.13547,"Other",0,0,0
"311",2003,"Sonoran","Burned","Small Mammals",0.243352752055754,218.8631564,"Other",0,0,0
"312",2003,"Sonoran","Control","Small Mammals",0.144883038,27788.51104,"Other",0,0,0
"313",2003,"Mojave","Burned","Birds:Raptors",0.248952349799622,721.5012132,"Aves",0,0,0
"314",2003,"Mojave","Control","Birds:Raptors",0.12983656,73161.42482,"Aves",17,0.232362888528009,1
"315",2003,"San Joaquin","Burned","Birds:Raptors",0.365314913708093,399.4220205,"Aves",0,0,0
"316",2003,"San Joaquin","Control","Birds:Raptors",0.377407611,26537.13547,"Aves",35,1.31890648256166,2
"317",2003,"Sonoran","Burned","Birds:Raptors",0.243352752055754,218.8631564,"Aves",0,0,0
"318",2003,"Sonoran","Control","Birds:Raptors",0.144883038,27788.51104,"Aves",64,2.30311008415944,3
"319",2003,"Mojave","Burned","Birds:Passerines",0.248952349799622,721.5012132,"Aves",2,2.77199811089659,3
"320",2003,"Mojave","Control","Birds:Passerines",0.12983656,73161.42482,"Aves",2653,36.262279015577,37
"321",2003,"San Joaquin","Burned","Birds:Passerines",0.365314913708093,399.4220205,"Aves",351,878.769777291235,879
"322",2003,"San Joaquin","Control","Birds:Passerines",0.377407611,26537.13547,"Aves",9448,356.029384206931,357
"323",2003,"Sonoran","Burned","Birds:Passerines",0.243352752055754,218.8631564,"Aves",1,4.56906505621428,5
"324",2003,"Sonoran","Control","Birds:Passerines",0.144883038,27788.51104,"Aves",26,0.935638471689774,1
"325",2003,"Mojave","Burned","Birds:Woodpeckers",0.248952349799622,721.5012132,"Aves",0,0,0
"326",2003,"Mojave","Control","Birds:Woodpeckers",0.12983656,73161.42482,"Aves",0,0,0
"327",2003,"San Joaquin","Burned","Birds:Woodpeckers",0.365314913708093,399.4220205,"Aves",0,0,0
"328",2003,"San Joaquin","Control","Birds:Woodpeckers",0.377407611,26537.13547,"Aves",0,0,0
"329",2003,"Sonoran","Burned","Birds:Woodpeckers",0.243352752055754,218.8631564,"Aves",0,0,0
"330",2003,"Sonoran","Control","Birds:Woodpeckers",0.144883038,27788.51104,"Aves",122,4.39030359792894,5
"331",2003,"Mojave","Burned","Birds:Rails and Geese",0.248952349799622,721.5012132,"Aves",0,0,0
"332",2003,"Mojave","Control","Birds:Rails and Geese",0.12983656,73161.42482,"Aves",0,0,0
"333",2003,"San Joaquin","Burned","Birds:Rails and Geese",0.365314913708093,399.4220205,"Aves",0,0,0
"334",2003,"San Joaquin","Control","Birds:Rails and Geese",0.377407611,26537.13547,"Aves",0,0,0
"335",2003,"Sonoran","Burned","Birds:Rails and Geese",0.243352752055754,218.8631564,"Aves",0,0,0
"336",2003,"Sonoran","Control","Birds:Rails and Geese",0.144883038,27788.51104,"Aves",0,0,0
"337",2004,"Mojave","Burned","Large Mammals",0.238892096646894,721.5012132,"Other",0,0,0
"338",2004,"Mojave","Control","Large Mammals",0.133918085,73161.42482,"Other",0,0,0
"339",2004,"San Joaquin","Burned","Large Mammals",0.351021512598667,399.4220205,"Other",0,0,0
"340",2004,"San Joaquin","Control","Large Mammals",0.376622463,26537.13547,"Other",0,0,0
"341",2004,"Sonoran","Burned","Large Mammals",0.233257615148618,218.8631564,"Other",0,0,0
"342",2004,"Sonoran","Control","Large Mammals",0.143292682,27788.51104,"Other",0,0,0
"343",2004,"Mojave","Burned","Aquatic",0.238892096646894,721.5012132,"Other",0,0,0
"344",2004,"Mojave","Control","Aquatic",0.133918085,73161.42482,"Other",0,0,0
"345",2004,"San Joaquin","Burned","Aquatic",0.351021512598667,399.4220205,"Other",0,0,0
"346",2004,"San Joaquin","Control","Aquatic",0.376622463,26537.13547,"Other",0,0,0
"347",2004,"Sonoran","Burned","Aquatic",0.233257615148618,218.8631564,"Other",0,0,0
"348",2004,"Sonoran","Control","Aquatic",0.143292682,27788.51104,"Other",0,0,0
"349",2004,"Mojave","Burned","Beetles",0.238892096646894,721.5012132,"Other",0,0,0
"350",2004,"Mojave","Control","Beetles",0.133918085,73161.42482,"Other",0,0,0
"351",2004,"San Joaquin","Burned","Beetles",0.351021512598667,399.4220205,"Other",0,0,0
"352",2004,"San Joaquin","Control","Beetles",0.376622463,26537.13547,"Other",0,0,0
"353",2004,"Sonoran","Burned","Beetles",0.233257615148618,218.8631564,"Other",0,0,0
"354",2004,"Sonoran","Control","Beetles",0.143292682,27788.51104,"Other",0,0,0
"355",2004,"Mojave","Burned","Bees",0.238892096646894,721.5012132,"Other",0,0,0
"356",2004,"Mojave","Control","Bees",0.133918085,73161.42482,"Other",0,0,0
"357",2004,"San Joaquin","Burned","Bees",0.351021512598667,399.4220205,"Other",0,0,0
"358",2004,"San Joaquin","Control","Bees",0.376622463,26537.13547,"Other",0,0,0
"359",2004,"Sonoran","Burned","Bees",0.233257615148618,218.8631564,"Other",0,0,0
"360",2004,"Sonoran","Control","Bees",0.143292682,27788.51104,"Other",0,0,0
"361",2004,"Mojave","Burned","Tortoises",0.238892096646894,721.5012132,"Other",0,0,0
"362",2004,"Mojave","Control","Tortoises",0.133918085,73161.42482,"Other",2,0.0273368104150599,1
"363",2004,"San Joaquin","Burned","Tortoises",0.351021512598667,399.4220205,"Other",0,0,0
"364",2004,"San Joaquin","Control","Tortoises",0.376622463,26537.13547,"Other",0,0,0
"365",2004,"Sonoran","Burned","Tortoises",0.233257615148618,218.8631564,"Other",0,0,0
"366",2004,"Sonoran","Control","Tortoises",0.143292682,27788.51104,"Other",0,0,0
"367",2004,"Mojave","Burned","Butterflies & Moths",0.238892096646894,721.5012132,"Other",0,0,0
"368",2004,"Mojave","Control","Butterflies & Moths",0.133918085,73161.42482,"Other",0,0,0
"369",2004,"San Joaquin","Burned","Butterflies & Moths",0.351021512598667,399.4220205,"Other",0,0,0
"370",2004,"San Joaquin","Control","Butterflies & Moths",0.376622463,26537.13547,"Other",0,0,0
"371",2004,"Sonoran","Burned","Butterflies & Moths",0.233257615148618,218.8631564,"Other",0,0,0
"372",2004,"Sonoran","Control","Butterflies & Moths",0.143292682,27788.51104,"Other",0,0,0
"373",2004,"Mojave","Burned","Frogs and Toads",0.238892096646894,721.5012132,"Other",0,0,0
"374",2004,"Mojave","Control","Frogs and Toads",0.133918085,73161.42482,"Other",0,0,0
"375",2004,"San Joaquin","Burned","Frogs and Toads",0.351021512598667,399.4220205,"Other",0,0,0
"376",2004,"San Joaquin","Control","Frogs and Toads",0.376622463,26537.13547,"Other",0,0,0
"377",2004,"Sonoran","Burned","Frogs and Toads",0.233257615148618,218.8631564,"Other",0,0,0
"378",2004,"Sonoran","Control","Frogs and Toads",0.143292682,27788.51104,"Other",0,0,0
"379",2004,"Mojave","Burned","Salamanders",0.238892096646894,721.5012132,"Other",0,0,0
"380",2004,"Mojave","Control","Salamanders",0.133918085,73161.42482,"Other",0,0,0
"381",2004,"San Joaquin","Burned","Salamanders",0.351021512598667,399.4220205,"Other",0,0,0
"382",2004,"San Joaquin","Control","Salamanders",0.376622463,26537.13547,"Other",0,0,0
"383",2004,"Sonoran","Burned","Salamanders",0.233257615148618,218.8631564,"Other",0,0,0
"384",2004,"Sonoran","Control","Salamanders",0.143292682,27788.51104,"Other",0,0,0
"385",2004,"Mojave","Burned","Lizards and Geckos",0.238892096646894,721.5012132,"Other",0,0,0
"386",2004,"Mojave","Control","Lizards and Geckos",0.133918085,73161.42482,"Other",0,0,0
"387",2004,"San Joaquin","Burned","Lizards and Geckos",0.351021512598667,399.4220205,"Other",0,0,0
"388",2004,"San Joaquin","Control","Lizards and Geckos",0.376622463,26537.13547,"Other",0,0,0
"389",2004,"Sonoran","Burned","Lizards and Geckos",0.233257615148618,218.8631564,"Other",1,4.56906505621428,5
"390",2004,"Sonoran","Control","Lizards and Geckos",0.143292682,27788.51104,"Other",0,0,0
"391",2004,"Mojave","Burned","Small Mammals",0.238892096646894,721.5012132,"Other",0,0,0
"392",2004,"Mojave","Control","Small Mammals",0.133918085,73161.42482,"Other",0,0,0
"393",2004,"San Joaquin","Burned","Small Mammals",0.351021512598667,399.4220205,"Other",0,0,0
"394",2004,"San Joaquin","Control","Small Mammals",0.376622463,26537.13547,"Other",1,0.0376830423589046,1
"395",2004,"Sonoran","Burned","Small Mammals",0.233257615148618,218.8631564,"Other",0,0,0
"396",2004,"Sonoran","Control","Small Mammals",0.143292682,27788.51104,"Other",0,0,0
"397",2004,"Mojave","Burned","Birds:Raptors",0.238892096646894,721.5012132,"Aves",0,0,0
"398",2004,"Mojave","Control","Birds:Raptors",0.133918085,73161.42482,"Aves",19,0.259699698943069,1
"399",2004,"San Joaquin","Burned","Birds:Raptors",0.351021512598667,399.4220205,"Aves",0,0,0
"400",2004,"San Joaquin","Control","Birds:Raptors",0.376622463,26537.13547,"Aves",21,0.791343889536997,1
"401",2004,"Sonoran","Burned","Birds:Raptors",0.233257615148618,218.8631564,"Aves",0,0,0
"402",2004,"Sonoran","Control","Birds:Raptors",0.143292682,27788.51104,"Aves",83,2.98684589039428,3
"403",2004,"Mojave","Burned","Birds:Passerines",0.238892096646894,721.5012132,"Aves",0,0,0
"404",2004,"Mojave","Control","Birds:Passerines",0.133918085,73161.42482,"Aves",2843,38.8592760050077,39
"405",2004,"San Joaquin","Burned","Birds:Passerines",0.351021512598667,399.4220205,"Aves",0,0,0
"406",2004,"San Joaquin","Control","Birds:Passerines",0.376622463,26537.13547,"Aves",1930,72.7282717526859,73
"407",2004,"Sonoran","Burned","Birds:Passerines",0.233257615148618,218.8631564,"Aves",1,4.56906505621428,5
"408",2004,"Sonoran","Control","Birds:Passerines",0.143292682,27788.51104,"Aves",114,4.10241483740901,5
"409",2004,"Mojave","Burned","Birds:Woodpeckers",0.238892096646894,721.5012132,"Aves",2,2.77199811089659,3
"410",2004,"Mojave","Control","Birds:Woodpeckers",0.133918085,73161.42482,"Aves",4,0.0546736208301199,1
"411",2004,"San Joaquin","Burned","Birds:Woodpeckers",0.351021512598667,399.4220205,"Aves",0,0,0
"412",2004,"San Joaquin","Control","Birds:Woodpeckers",0.376622463,26537.13547,"Aves",0,0,0
"413",2004,"Sonoran","Burned","Birds:Woodpeckers",0.233257615148618,218.8631564,"Aves",0,0,0
"414",2004,"Sonoran","Control","Birds:Woodpeckers",0.143292682,27788.51104,"Aves",79,2.84290151013431,3
"415",2004,"Mojave","Burned","Birds:Rails and Geese",0.238892096646894,721.5012132,"Aves",0,0,0
"416",2004,"Mojave","Control","Birds:Rails and Geese",0.133918085,73161.42482,"Aves",0,0,0
"417",2004,"San Joaquin","Burned","Birds:Rails and Geese",0.351021512598667,399.4220205,"Aves",0,0,0
"418",2004,"San Joaquin","Control","Birds:Rails and Geese",0.376622463,26537.13547,"Aves",0,0,0
"419",2004,"Sonoran","Burned","Birds:Rails and Geese",0.233257615148618,218.8631564,"Aves",0,0,0
"420",2004,"Sonoran","Control","Birds:Rails and Geese",0.143292682,27788.51104,"Aves",0,0,0
"421",2005,"Mojave","Burned","Large Mammals",0.274455588363665,721.5012132,"Other",0,0,0
"422",2005,"Mojave","Control","Large Mammals",0.173643898,73161.42482,"Other",0,0,0
"423",2005,"San Joaquin","Burned","Large Mammals",0.39630719962481,399.4220205,"Other",0,0,0
"424",2005,"San Joaquin","Control","Large Mammals",0.404784243,26537.13547,"Other",0,0,0
"425",2005,"Sonoran","Burned","Large Mammals",0.286271777078752,218.8631564,"Other",0,0,0
"426",2005,"Sonoran","Control","Large Mammals",0.181760726,27788.51104,"Other",0,0,0
"427",2005,"Mojave","Burned","Aquatic",0.274455588363665,721.5012132,"Other",0,0,0
"428",2005,"Mojave","Control","Aquatic",0.173643898,73161.42482,"Other",0,0,0
"429",2005,"San Joaquin","Burned","Aquatic",0.39630719962481,399.4220205,"Other",0,0,0
"430",2005,"San Joaquin","Control","Aquatic",0.404784243,26537.13547,"Other",0,0,0
"431",2005,"Sonoran","Burned","Aquatic",0.286271777078752,218.8631564,"Other",0,0,0
"432",2005,"Sonoran","Control","Aquatic",0.181760726,27788.51104,"Other",0,0,0
"433",2005,"Mojave","Burned","Beetles",0.274455588363665,721.5012132,"Other",0,0,0
"434",2005,"Mojave","Control","Beetles",0.173643898,73161.42482,"Other",0,0,0
"435",2005,"San Joaquin","Burned","Beetles",0.39630719962481,399.4220205,"Other",0,0,0
"436",2005,"San Joaquin","Control","Beetles",0.404784243,26537.13547,"Other",0,0,0
"437",2005,"Sonoran","Burned","Beetles",0.286271777078752,218.8631564,"Other",0,0,0
"438",2005,"Sonoran","Control","Beetles",0.181760726,27788.51104,"Other",0,0,0
"439",2005,"Mojave","Burned","Bees",0.274455588363665,721.5012132,"Other",0,0,0
"440",2005,"Mojave","Control","Bees",0.173643898,73161.42482,"Other",0,0,0
"441",2005,"San Joaquin","Burned","Bees",0.39630719962481,399.4220205,"Other",0,0,0
"442",2005,"San Joaquin","Control","Bees",0.404784243,26537.13547,"Other",0,0,0
"443",2005,"Sonoran","Burned","Bees",0.286271777078752,218.8631564,"Other",0,0,0
"444",2005,"Sonoran","Control","Bees",0.181760726,27788.51104,"Other",0,0,0
"445",2005,"Mojave","Burned","Tortoises",0.274455588363665,721.5012132,"Other",0,0,0
"446",2005,"Mojave","Control","Tortoises",0.173643898,73161.42482,"Other",1,0.01366840520753,1
"447",2005,"San Joaquin","Burned","Tortoises",0.39630719962481,399.4220205,"Other",0,0,0
"448",2005,"San Joaquin","Control","Tortoises",0.404784243,26537.13547,"Other",0,0,0
"449",2005,"Sonoran","Burned","Tortoises",0.286271777078752,218.8631564,"Other",0,0,0
"450",2005,"Sonoran","Control","Tortoises",0.181760726,27788.51104,"Other",0,0,0
"451",2005,"Mojave","Burned","Butterflies & Moths",0.274455588363665,721.5012132,"Other",0,0,0
"452",2005,"Mojave","Control","Butterflies & Moths",0.173643898,73161.42482,"Other",0,0,0
"453",2005,"San Joaquin","Burned","Butterflies & Moths",0.39630719962481,399.4220205,"Other",0,0,0
"454",2005,"San Joaquin","Control","Butterflies & Moths",0.404784243,26537.13547,"Other",0,0,0
"455",2005,"Sonoran","Burned","Butterflies & Moths",0.286271777078752,218.8631564,"Other",0,0,0
"456",2005,"Sonoran","Control","Butterflies & Moths",0.181760726,27788.51104,"Other",0,0,0
"457",2005,"Mojave","Burned","Frogs and Toads",0.274455588363665,721.5012132,"Other",0,0,0
"458",2005,"Mojave","Control","Frogs and Toads",0.173643898,73161.42482,"Other",0,0,0
"459",2005,"San Joaquin","Burned","Frogs and Toads",0.39630719962481,399.4220205,"Other",0,0,0
"460",2005,"San Joaquin","Control","Frogs and Toads",0.404784243,26537.13547,"Other",0,0,0
"461",2005,"Sonoran","Burned","Frogs and Toads",0.286271777078752,218.8631564,"Other",0,0,0
"462",2005,"Sonoran","Control","Frogs and Toads",0.181760726,27788.51104,"Other",0,0,0
"463",2005,"Mojave","Burned","Salamanders",0.274455588363665,721.5012132,"Other",0,0,0
"464",2005,"Mojave","Control","Salamanders",0.173643898,73161.42482,"Other",0,0,0
"465",2005,"San Joaquin","Burned","Salamanders",0.39630719962481,399.4220205,"Other",0,0,0
"466",2005,"San Joaquin","Control","Salamanders",0.404784243,26537.13547,"Other",0,0,0
"467",2005,"Sonoran","Burned","Salamanders",0.286271777078752,218.8631564,"Other",0,0,0
"468",2005,"Sonoran","Control","Salamanders",0.181760726,27788.51104,"Other",0,0,0
"469",2005,"Mojave","Burned","Lizards and Geckos",0.274455588363665,721.5012132,"Other",0,0,0
"470",2005,"Mojave","Control","Lizards and Geckos",0.173643898,73161.42482,"Other",0,0,0
"471",2005,"San Joaquin","Burned","Lizards and Geckos",0.39630719962481,399.4220205,"Other",0,0,0
"472",2005,"San Joaquin","Control","Lizards and Geckos",0.404784243,26537.13547,"Other",0,0,0
"473",2005,"Sonoran","Burned","Lizards and Geckos",0.286271777078752,218.8631564,"Other",0,0,0
"474",2005,"Sonoran","Control","Lizards and Geckos",0.181760726,27788.51104,"Other",0,0,0
"475",2005,"Mojave","Burned","Small Mammals",0.274455588363665,721.5012132,"Other",0,0,0
"476",2005,"Mojave","Control","Small Mammals",0.173643898,73161.42482,"Other",0,0,0
"477",2005,"San Joaquin","Burned","Small Mammals",0.39630719962481,399.4220205,"Other",0,0,0
"478",2005,"San Joaquin","Control","Small Mammals",0.404784243,26537.13547,"Other",1,0.0376830423589046,1
"479",2005,"Sonoran","Burned","Small Mammals",0.286271777078752,218.8631564,"Other",0,0,0
"480",2005,"Sonoran","Control","Small Mammals",0.181760726,27788.51104,"Other",0,0,0
"481",2005,"Mojave","Burned","Birds:Raptors",0.274455588363665,721.5012132,"Aves",0,0,0
"482",2005,"Mojave","Control","Birds:Raptors",0.173643898,73161.42482,"Aves",33,0.451057371848489,1
"483",2005,"San Joaquin","Burned","Birds:Raptors",0.39630719962481,399.4220205,"Aves",2,5.00723519824065,6
"484",2005,"San Joaquin","Control","Birds:Raptors",0.404784243,26537.13547,"Aves",37,1.39427256727947,2
"485",2005,"Sonoran","Burned","Birds:Raptors",0.286271777078752,218.8631564,"Aves",0,0,0
"486",2005,"Sonoran","Control","Birds:Raptors",0.181760726,27788.51104,"Aves",19,0.683735806234835,1
"487",2005,"Mojave","Burned","Birds:Passerines",0.274455588363665,721.5012132,"Aves",3,4.15799716634489,5
"488",2005,"Mojave","Control","Birds:Passerines",0.173643898,73161.42482,"Aves",1637,22.3751793247266,23
"489",2005,"San Joaquin","Burned","Birds:Passerines",0.39630719962481,399.4220205,"Aves",0,0,0
"490",2005,"San Joaquin","Control","Birds:Passerines",0.404784243,26537.13547,"Aves",104561,3940.17659208942,3941
"491",2005,"Sonoran","Burned","Birds:Passerines",0.286271777078752,218.8631564,"Aves",0,0,0
"492",2005,"Sonoran","Control","Birds:Passerines",0.181760726,27788.51104,"Aves",39,1.40345770753466,2
"493",2005,"Mojave","Burned","Birds:Woodpeckers",0.274455588363665,721.5012132,"Aves",1,1.3859990554483,2
"494",2005,"Mojave","Control","Birds:Woodpeckers",0.173643898,73161.42482,"Aves",3,0.0410052156225899,1
"495",2005,"San Joaquin","Burned","Birds:Woodpeckers",0.39630719962481,399.4220205,"Aves",0,0,0
"496",2005,"San Joaquin","Control","Birds:Woodpeckers",0.404784243,26537.13547,"Aves",0,0,0
"497",2005,"Sonoran","Burned","Birds:Woodpeckers",0.286271777078752,218.8631564,"Aves",0,0,0
"498",2005,"Sonoran","Control","Birds:Woodpeckers",0.181760726,27788.51104,"Aves",78,2.80691541506932,3
"499",2005,"Mojave","Burned","Birds:Rails and Geese",0.274455588363665,721.5012132,"Aves",0,0,0
"500",2005,"Mojave","Control","Birds:Rails and Geese",0.173643898,73161.42482,"Aves",0,0,0
"501",2005,"San Joaquin","Burned","Birds:Rails and Geese",0.39630719962481,399.4220205,"Aves",0,0,0
"502",2005,"San Joaquin","Control","Birds:Rails and Geese",0.404784243,26537.13547,"Aves",0,0,0
"503",2005,"Sonoran","Burned","Birds:Rails and Geese",0.286271777078752,218.8631564,"Aves",0,0,0
"504",2005,"Sonoran","Control","Birds:Rails and Geese",0.181760726,27788.51104,"Aves",0,0,0
"505",2006,"Mojave","Burned","Large Mammals",0.246920446414552,721.5012132,"Other",0,0,0
"506",2006,"Mojave","Control","Large Mammals",0.133301308,73161.42482,"Other",1,0.01366840520753,1
"507",2006,"San Joaquin","Burned","Large Mammals",0.347083592782789,399.4220205,"Other",0,0,0
"508",2006,"San Joaquin","Control","Large Mammals",0.377612394,26537.13547,"Other",0,0,0
"509",2006,"Sonoran","Burned","Large Mammals",0.23605725301955,218.8631564,"Other",1,4.56906505621428,5
"510",2006,"Sonoran","Control","Large Mammals",0.146596154,27788.51104,"Other",0,0,0
"511",2006,"Mojave","Burned","Aquatic",0.246920446414552,721.5012132,"Other",0,0,0
"512",2006,"Mojave","Control","Aquatic",0.133301308,73161.42482,"Other",0,0,0
"513",2006,"San Joaquin","Burned","Aquatic",0.347083592782789,399.4220205,"Other",0,0,0
"514",2006,"San Joaquin","Control","Aquatic",0.377612394,26537.13547,"Other",0,0,0
"515",2006,"Sonoran","Burned","Aquatic",0.23605725301955,218.8631564,"Other",0,0,0
"516",2006,"Sonoran","Control","Aquatic",0.146596154,27788.51104,"Other",0,0,0
"517",2006,"Mojave","Burned","Beetles",0.246920446414552,721.5012132,"Other",0,0,0
"518",2006,"Mojave","Control","Beetles",0.133301308,73161.42482,"Other",0,0,0
"519",2006,"San Joaquin","Burned","Beetles",0.347083592782789,399.4220205,"Other",0,0,0
"520",2006,"San Joaquin","Control","Beetles",0.377612394,26537.13547,"Other",0,0,0
"521",2006,"Sonoran","Burned","Beetles",0.23605725301955,218.8631564,"Other",0,0,0
"522",2006,"Sonoran","Control","Beetles",0.146596154,27788.51104,"Other",0,0,0
"523",2006,"Mojave","Burned","Bees",0.246920446414552,721.5012132,"Other",0,0,0
"524",2006,"Mojave","Control","Bees",0.133301308,73161.42482,"Other",0,0,0
"525",2006,"San Joaquin","Burned","Bees",0.347083592782789,399.4220205,"Other",0,0,0
"526",2006,"San Joaquin","Control","Bees",0.377612394,26537.13547,"Other",0,0,0
"527",2006,"Sonoran","Burned","Bees",0.23605725301955,218.8631564,"Other",0,0,0
"528",2006,"Sonoran","Control","Bees",0.146596154,27788.51104,"Other",0,0,0
"529",2006,"Mojave","Burned","Tortoises",0.246920446414552,721.5012132,"Other",0,0,0
"530",2006,"Mojave","Control","Tortoises",0.133301308,73161.42482,"Other",6,0.0820104312451798,1
"531",2006,"San Joaquin","Burned","Tortoises",0.347083592782789,399.4220205,"Other",0,0,0
"532",2006,"San Joaquin","Control","Tortoises",0.377612394,26537.13547,"Other",0,0,0
"533",2006,"Sonoran","Burned","Tortoises",0.23605725301955,218.8631564,"Other",0,0,0
"534",2006,"Sonoran","Control","Tortoises",0.146596154,27788.51104,"Other",1,0.0359860950649913,1
"535",2006,"Mojave","Burned","Butterflies & Moths",0.246920446414552,721.5012132,"Other",0,0,0
"536",2006,"Mojave","Control","Butterflies & Moths",0.133301308,73161.42482,"Other",0,0,0
"537",2006,"San Joaquin","Burned","Butterflies & Moths",0.347083592782789,399.4220205,"Other",0,0,0
"538",2006,"San Joaquin","Control","Butterflies & Moths",0.377612394,26537.13547,"Other",0,0,0
"539",2006,"Sonoran","Burned","Butterflies & Moths",0.23605725301955,218.8631564,"Other",0,0,0
"540",2006,"Sonoran","Control","Butterflies & Moths",0.146596154,27788.51104,"Other",0,0,0
"541",2006,"Mojave","Burned","Frogs and Toads",0.246920446414552,721.5012132,"Other",0,0,0
"542",2006,"Mojave","Control","Frogs and Toads",0.133301308,73161.42482,"Other",0,0,0
"543",2006,"San Joaquin","Burned","Frogs and Toads",0.347083592782789,399.4220205,"Other",0,0,0
"544",2006,"San Joaquin","Control","Frogs and Toads",0.377612394,26537.13547,"Other",0,0,0
"545",2006,"Sonoran","Burned","Frogs and Toads",0.23605725301955,218.8631564,"Other",0,0,0
"546",2006,"Sonoran","Control","Frogs and Toads",0.146596154,27788.51104,"Other",0,0,0
"547",2006,"Mojave","Burned","Salamanders",0.246920446414552,721.5012132,"Other",0,0,0
"548",2006,"Mojave","Control","Salamanders",0.133301308,73161.42482,"Other",0,0,0
"549",2006,"San Joaquin","Burned","Salamanders",0.347083592782789,399.4220205,"Other",0,0,0
"550",2006,"San Joaquin","Control","Salamanders",0.377612394,26537.13547,"Other",0,0,0
"551",2006,"Sonoran","Burned","Salamanders",0.23605725301955,218.8631564,"Other",0,0,0
"552",2006,"Sonoran","Control","Salamanders",0.146596154,27788.51104,"Other",0,0,0
"553",2006,"Mojave","Burned","Lizards and Geckos",0.246920446414552,721.5012132,"Other",0,0,0
"554",2006,"Mojave","Control","Lizards and Geckos",0.133301308,73161.42482,"Other",0,0,0
"555",2006,"San Joaquin","Burned","Lizards and Geckos",0.347083592782789,399.4220205,"Other",0,0,0
"556",2006,"San Joaquin","Control","Lizards and Geckos",0.377612394,26537.13547,"Other",0,0,0
"557",2006,"Sonoran","Burned","Lizards and Geckos",0.23605725301955,218.8631564,"Other",0,0,0
"558",2006,"Sonoran","Control","Lizards and Geckos",0.146596154,27788.51104,"Other",0,0,0
"559",2006,"Mojave","Burned","Small Mammals",0.246920446414552,721.5012132,"Other",0,0,0
"560",2006,"Mojave","Control","Small Mammals",0.133301308,73161.42482,"Other",0,0,0
"561",2006,"San Joaquin","Burned","Small Mammals",0.347083592782789,399.4220205,"Other",0,0,0
"562",2006,"San Joaquin","Control","Small Mammals",0.377612394,26537.13547,"Other",0,0,0
"563",2006,"Sonoran","Burned","Small Mammals",0.23605725301955,218.8631564,"Other",0,0,0
"564",2006,"Sonoran","Control","Small Mammals",0.146596154,27788.51104,"Other",0,0,0
"565",2006,"Mojave","Burned","Birds:Raptors",0.246920446414552,721.5012132,"Aves",0,0,0
"566",2006,"Mojave","Control","Birds:Raptors",0.133301308,73161.42482,"Aves",189,2.58332858422316,3
"567",2006,"San Joaquin","Burned","Birds:Raptors",0.347083592782789,399.4220205,"Aves",0,0,0
"568",2006,"San Joaquin","Control","Birds:Raptors",0.377612394,26537.13547,"Aves",241,9.08161320849601,10
"569",2006,"Sonoran","Burned","Birds:Raptors",0.23605725301955,218.8631564,"Aves",0,0,0
"570",2006,"Sonoran","Control","Birds:Raptors",0.146596154,27788.51104,"Aves",17,0.611763616104852,1
"571",2006,"Mojave","Burned","Birds:Passerines",0.246920446414552,721.5012132,"Aves",0,0,0
"572",2006,"Mojave","Control","Birds:Passerines",0.133301308,73161.42482,"Aves",3736,51.065161855332,52
